tipo_muerte,zona,subzona,distrito,circuito,codigo_subcircuito,subcircuito,codigo_provincia,provincia,codigo_canton,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,fecha_infraccion,hora_infraccion,arma,tipo_arma,presunta_motivacion,presun_motiva_observada,probable_causa_motivada,edad,medida_edad,sexo,genero,etnia,estado_civil,nacionalidad,discapacidad,profesion_registro_civil,instruccion
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,CARAPUNGO,17D02C07S03,CARAPUNGO 3,17,PICHINCHA,1701,QUITO,"-0,09238","-78,45398",URBANO,CASA/VILLA,PRIVADO,2026-05-30,08:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA INTRAFAMILIAR,MALTRATO,HERIDA POR ARMA BLANCA,66,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,CHOFER/CONDUCTOR,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,CARAPUNGO,17D02C07S03,CARAPUNGO 3,17,PICHINCHA,1701,QUITO,"-0,09238","-78,45398",URBANO,CASA/VILLA,PRIVADO,2026-05-30,08:00:00,ARMA BLANCA,CUCHILLO,VIOLENCIA INTRAFAMILIAR,MALTRATO,HERIDA POR ARMA BLANCA,23,A,MUJER,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,MARÍA AUXILIADORA,13D02C08S01,MARÍA AUXILIADORA 1,13,MANABÍ,1308,MANTA,"-0,98096","-80,72639",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,14:10:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,MALVINAS SUR,09D02C02S02,MALVINAS SUR 2,9,GUAYAS,901,GUAYAQUIL,"-2,23316","-79,90704",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,14:15:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,29,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,ROCAFUERTE,ROCAFUERTE,13D12C01S02,ROCAFUERTE 2,13,MANABÍ,1312,ROCAFUERTE,"-0,92219","-80,45047",URBANO,RESTAURANTE,PRIVADO,2026-05-30,22:27:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,ESTADO PERSONAL,BACHILLERATO
HOMICIDIO,ZONA 9,D.M. QUITO,TUMBACO,CHECA,17D09C10S01,CHECA 1,17,PICHINCHA,1701,QUITO,"-0,12948","-78,31229",URBANO,CASA/VILLA,PRIVADO,2026-05-30,09:00:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,GUAYLLABAMBA,17D02C10S01,GUAYLLABAMBA 1,17,PICHINCHA,1701,QUITO,"-0,04587","-78,34164",URBANO,CASA/VILLA,PRIVADO,2026-05-30,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,50,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ARTESANO/OFICIO,PRIMARIA
HOMICIDIO,ZONA 9,D.M. QUITO,CALDERÓN,GUAYLLABAMBA,17D02C10S01,GUAYLLABAMBA 1,17,PICHINCHA,1701,QUITO,"-0,04587","-78,34164",URBANO,CASA/VILLA,PRIVADO,2026-05-30,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,36,A,MUJER,FEMENINO,MESTIZO/A,NO DETERMINADO,VENEZUELA,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,BALZAR,LA GUAYAQUIL,09D13C02S01,LA GUAYAQUIL 1,9,GUAYAS,904,BALZAR,"-1,25356","-79,93255",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-30,10:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,SANTA ELENA CENTRO,24D01C04S03,SANTA ELENA CENTRO 3,24,SANTA ELENA,2401,SANTA ELENA,"-2,2304","-80,86367",URBANO,INTERIOR DE VEHÍCULO PARTICULAR,PRIVADO,2026-05-30,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,TECNÓLOGO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PORTETE,PORTETE,09D04C04S04,PORTETE 4,9,GUAYAS,901,GUAYAQUIL,"-2,19661","-79,92844",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,EL CARMEN,EL CHAPARRAL,13D05C02S01,EL CHAPARRAL 1,13,MANABÍ,1304,EL CARMEN,"-0,27355","-79,46768",URBANO,DISCOTECAS,PRIVADO,2026-05-30,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,36,A,MUJER,FEMENINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,EL CARMEN,EL CHAPARRAL,13D05C02S01,EL CHAPARRAL 1,13,MANABÍ,1304,EL CARMEN,"-0,27355","-79,46768",URBANO,DISCOTECAS,PRIVADO,2026-05-30,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,15,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,PANORAMA,09D24C03S01,PANORAMA 1,9,GUAYAS,907,DURÁN,"-2,18628","-79,82141",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,26,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,NINGUNA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,PANORAMA,09D24C03S01,PANORAMA 1,9,GUAYAS,907,DURÁN,"-2,18628","-79,82141",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,18:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,FLORIDA,FLORIDA,09D06C05S01,FLORIDA 1,9,GUAYAS,901,GUAYAQUIL,"-2,13706","-79,94177",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,17:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,AIRE LIBRE,08D01C03S01,AIRE LIBRE 1,8,ESMERALDAS,801,ESMERALDAS,"0,95185","-79,65424",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,07:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,BLANCO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S02,NUEVA PROSPERINA 2,9,GUAYAS,901,GUAYAQUIL,"-2,12386","-79,95895",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,NUEVA PROSPERINA,09D08C01S02,NUEVA PROSPERINA 2,9,GUAYAS,901,GUAYAQUIL,"-2,12386","-79,95895",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,20:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,EL CARMEN,EL CHAPARRAL,13D05C02S01,EL CHAPARRAL 1,13,MANABÍ,1304,EL CARMEN,"-0,27355","-79,46768",URBANO,DISCOTECAS,PRIVADO,2026-05-30,23:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,CHONE,BEJUCO,13D07C01S01,BEJUCO 1,13,MANABÍ,1303,CHONE,"-0,67552","-80,02792",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-30,21:20:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,NINGUNA
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,CORDERO CRESPO,08D01C09S01,CORDERO CRESPO 1,8,ESMERALDAS,801,ESMERALDAS,"0,95482","-79,65354",URBANO,CASA/VILLA,PRIVADO,2026-05-30,13:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,21,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,9 DE OCTUBRE,09D03C03S02,9 DE OCTUBRE 2,9,GUAYAS,901,GUAYAQUIL,"-2,18724","-79,88153",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,22:50:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,AIRE LIBRE,08D01C03S02,AIRE LIBRE 2,8,ESMERALDAS,801,ESMERALDAS,"0,9448","-79,64562",URBANO,CASA/VILLA,PRIVADO,2026-05-30,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ESMERALDAS,AIRE LIBRE,08D01C03S02,AIRE LIBRE 2,8,ESMERALDAS,801,ESMERALDAS,"0,9448","-79,64562",URBANO,CASA/VILLA,PRIVADO,2026-05-30,23:31:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,42,A,HOMBRE,MASCULINO,AFRO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,BASICA
ASESINATO,ZONA 5,GUAYAS,DAULE,JUAN BAUTISTA AGUIRRE,09D19C02S02,JUAN BAUTISTA AGUIRRE 2,9,GUAYAS,906,DAULE,"-2,0516","-79,87835",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-30,23:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,32,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,DAULE,PORVENIR,09D19C09S01,PORVENIR 1,9,GUAYAS,918,SANTA LUCÍA,"-1,70959","-80,00479",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-30,18:15:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,34,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,MIRAFLORES,13D02C09S01,MIRAFLORES 1,13,MANABÍ,1308,MANTA,"-0,96077","-80,73037",URBANO,TERRENO BALDÍO,PÚBLICO,2026-05-30,19:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,SANTA ELENA,SANTA ELENA CENTRO,24D01C04S02,SANTA ELENA CENTRO 2,24,SANTA ELENA,2401,SANTA ELENA,"-2,2273","-80,84065",RURAL,VÍA PÚBLICA,PÚBLICO,2026-05-30,03:40:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,HUALTACO,07D05C06S01,HUALTACO 1,7,EL ORO,707,HUAQUILLAS,"-3,44934","-80,22616",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,19:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,35,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,PUEBLO VIEJO,RICAURTE,12D02C05S01,RICAURTE 1,12,LOS RÍOS,1206,URDANETA,"-1,56764","-79,47007",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-30,21:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,37,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S02,EL FLORÓN 2,13,MANABÍ,1301,PORTOVIEJO,"-1,05839","-80,48476",URBANO,CASA/VILLA,PRIVADO,2026-05-29,01:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MAQUINISTA/OPERADOR,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S02,EL FLORÓN 2,13,MANABÍ,1301,PORTOVIEJO,"-1,05839","-80,48476",URBANO,CASA/VILLA,PRIVADO,2026-05-29,01:55:00,ARMA DE FUEGO,FUSIL,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S02,EL FLORÓN 2,13,MANABÍ,1301,PORTOVIEJO,"-1,05839","-80,48476",URBANO,CASA/VILLA,PRIVADO,2026-05-29,01:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,PORTOVIEJO,EL FLORÓN,13D01C04S02,EL FLORÓN 2,13,MANABÍ,1301,PORTOVIEJO,"-1,05839","-80,48476",URBANO,CASA/VILLA,PRIVADO,2026-05-29,01:55:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,19,A,HOMBRE,MASCULINO,MULATO/A,NO DETERMINADO,NO DETERMINADO,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,FLORESTA,09D01C03S02,FLORESTA 2,9,GUAYAS,901,GUAYAQUIL,"-2,25684","-79,88289",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,03:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,43,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,SUR - DMG,UNIÓN DE BANANEROS,09D01C02S03,UNIÓN DE BANANEROS 3,9,GUAYAS,901,GUAYAQUIL,"-2,26197","-79,88332",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,01:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,14,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,SIN_DATO,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,DURÁN,CENTRO,09D24C02S04,CENTRO 4,9,GUAYAS,907,DURÁN,"-2,17541","-79,84764",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,07:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,36,A,HOMBRE,MASCULINO,MESTIZO/A,EN UNION DE HECHO,ECUADOR,NINGUNA,BACHILLER CIENCIAS,SIN_DATO
ASESINATO,ZONA 4,MANABÍ,MANTA,LA PRADERA,13D02C02S01,LA PRADERA 1,13,MANABÍ,1308,MANTA,"-0,96926","-80,6994",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,19:00:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,24,A,HOMBRE,MASCULINO,MONTUBIO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,BASICA
ASESINATO,ZONA 8,D.M. GUAYAQUIL,ESTEROS,ESTEROS,09D02C01S01,ESTEROS 1,9,GUAYAS,901,GUAYAQUIL,"-2,26049","-79,90314",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,21:20:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,30,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GARAY,09D03C04S02,GARAY 2,9,GUAYAS,901,GUAYAQUIL,"-2,19092","-79,89719",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,15:04:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,ROBO A PERSONAS,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,MULATO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,UNIÓN LOJANA,07D05C05S02,UNIÓN LOJANA 2,7,EL ORO,707,HUAQUILLAS,"-3,47322","-80,21144",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,21:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 5,LOS RÍOS,BABAHOYO,CARACOL,12D01C13S01,CARACOL 1,12,LOS RÍOS,1201,BABAHOYO,"-1,67199","-79,46286",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,19:00:00,ARMA DE FUEGO,REVOLVER,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,64,A,HOMBRE,MASCULINO,MESTIZO/A,CASADO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 7,EL ORO,HUAQUILLAS,ARENILLAS,07D05C02S01,ARENILLAS 1,7,EL ORO,702,ARENILLAS,"-3,55558","-80,0604",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,23:30:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,18,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 1,ESMERALDAS,ATACAMES,MUISNE,08D03C02S01,MUISNE 1,8,ESMERALDAS,803,MUISNE,"0,60931","-80,02025",URBANO,CASA/VILLA,PRIVADO,2026-05-29,19:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,28,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,EMPALME,PUERTO DEL MONO,09D15C02S01,PUERTO DEL MONO 1,9,GUAYAS,908,EL EMPALME,"-1,03363","-79,62378",RURAL,FINCA,PRIVADO,2026-05-29,12:30:00,ARMA BLANCA,CUCHILLO,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA BLANCA,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR GENERAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,PASCUALES,09D07C06S02,PASCUALES 2,9,GUAYAS,901,GUAYAQUIL,"-2,07343","-79,92348",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,21:45:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,20,A,HOMBRE,MASCULINO,NO DETERMINADO,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 5,SANTA ELENA,LIBERTAD SALINAS,5 DE JUNIO,24D02C03S01,5 DE JUNIO 1,24,SANTA ELENA,2402,LA LIBERTAD,"-2,23761","-80,90329",URBANO,CASA/VILLA,PRIVADO,2026-05-29,19:12:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,25,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,MAESTRO DE OBRA/CONSTRUCCIÓN,SIN_DATO
ASESINATO,ZONA 3,COTOPAXI,LA MANÁ,LA MANÁ SUR,05D02C03S01,LA MANÁ SUR 1,5,COTOPAXI,502,LA MANÁ,"-0,94154","-79,22294",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,17:40:00,ARMA DE FUEGO,PISTOLA,DELINCUENCIA COMÚN,TRÁFICO INTERNO DE DROGAS (MICROTRÁFICO),HERIDA POR ARMA DE FUEGO,31,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,ESTADO PERSONAL,SIN_DATO
ASESINATO,ZONA 8,D.M. GUAYAQUIL,PASCUALES,SAN FRANCISCO,09D07C07S02,SAN FRANCISCO 2,9,GUAYAS,901,GUAYAQUIL,"-2,05111","-79,94353",URBANO,CENTROS DE REHABILITACIÓN SOCIAL,PRIVADO,2026-05-29,05:00:00,OTROS,NINGUNA,VIOLENCIA COMUNITARIA,RIÑAS,HERIDAS CONTUSAS,33,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,TRABAJADOR PRIMARIO,SIN_DATO
ASESINATO,ZONA 5,GUAYAS,BALZAR,ROSA PAREDES,09D13C03S01,ROSA PAREDES 1,9,GUAYAS,904,BALZAR,"-1,31073","-79,85542",URBANO,VÍA PÚBLICA,PÚBLICO,2026-05-29,15:45:00,ARMA DE FUEGO,OTROS ARMA CORTA,DELINCUENCIA COMÚN,AMENAZA,HERIDA POR ARMA DE FUEGO,22,A,HOMBRE,MASCULINO,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,AYUDANTE/JORNALERO,SIN_DATO
